0.0,85,72,193
0.00392156862745098,86,74,194
0.00784313725490196,88,76,196
0.011764705882352941,89,78,198
0.01568627450980392,90,79,199
0.0196078431372549,91,81,201
0.023529411764705882,92,83,202
0.027450980392156862,93,85,204
0.03137254901960784,94,87,205
0.03529411764705882,95,88,207
0.0392156862745098,96,90,208
0.043137254901960784,97,92,209
0.047058823529411764,98,94,211
0.050980392156862744,99,95,212
0.054901960784313725,100,97,214
0.058823529411764705,102,99,215
0.06274509803921569,103,101,216
0.06666666666666667,104,102,218
0.07058823529411765,105,104,219
0.07450980392156863,106,106,220
0.0784313725490196,107,107,221
0.08235294117647059,108,109,223
0.08627450980392157,109,111,224
0.09019607843137255,110,113,225
0.09411764705882353,111,114,226
0.09803921568627451,112,116,227
0.10196078431372549,113,118,228
0.10588235294117647,115,119,230
0.10980392156862745,116,121,231
0.11372549019607843,117,123,232
0.11764705882352941,118,124,233
0.12156862745098039,119,126,234
0.12549019607843137,120,127,235
0.12941176470588234,121,129,236
0.13333333333333333,122,131,237
0.13725490196078433,123,132,238
0.1411764705882353,125,134,238
0.14509803921568626,126,135,239
0.14901960784313725,127,137,240
0.15294117647058825,128,139,241
0.1568627450980392,129,140,242
0.16078431372549018,130,142,243
0.16470588235294117,131,143,243
0.16862745098039217,132,145,244
0.17254901960784313,133,146,245
0.1764705882352941,135,148,246
0.1803921568627451,136,149,246
0.1843137254901961,137,151,247
0.18823529411764706,138,152,248
0.19215686274509802,139,154,248
0.19607843137254902,140,155,249
0.2,141,157,249
0.20392156862745098,142,158,250
0.20784313725490194,144,160,250
0.21176470588235294,145,161,251
0.21568627450980393,146,162,251
0.2196078431372549,147,164,252
0.22352941176470587,148,165,252
0.22745098039215686,149,166,253
0.23137254901960785,150,168,253
0.23529411764705882,151,169,253
0.2392156862745098,153,170,254
0.24313725490196078,154,172,254
0.24705882352941178,155,173,254
0.25098039215686274,156,174,254
0.2549019607843137,157,176,255
0.2588235294117647,158,177,255
0.2627450980392157,159,178,255
0.26666666666666666,160,179,255
0.27058823529411763,162,181,255
0.27450980392156865,163,182,255
0.2784313725490196,164,183,255
0.2823529411764706,165,184,255
0.28627450980392155,166,185,255
0.2901960784313725,167,186,255
0.29411764705882354,168,187,255
0.2980392156862745,169,189,255
0.30196078431372547,171,190,255
0.3058823529411765,172,191,255
0.30980392156862746,173,192,255
0.3137254901960784,174,193,255
0.3176470588235294,175,194,255
0.32156862745098036,176,195,255
0.3254901960784314,177,196,254
0.32941176470588235,178,197,254
0.3333333333333333,179,198,254
0.33725490196078434,180,199,253
0.3411764705882353,182,200,253
0.34509803921568627,183,201,253
0.34901960784313724,184,201,252
0.3529411764705882,185,202,252
0.3568627450980392,186,203,252
0.3607843137254902,187,204,251
0.36470588235294116,188,205,251
0.3686274509803922,189,206,250
0.37254901960784315,190,206,250
0.3764705882352941,191,207,249
0.3803921568627451,192,208,249
0.38431372549019605,193,209,248
0.38823529411764707,194,209,247
0.39215686274509803,195,210,247
0.396078431372549,196,211,246
0.4,197,211,245
0.403921568627451,198,212,245
0.40784313725490196,199,212,244
0.4117647058823529,200,213,243
0.4156862745098039,201,214,242
0.4196078431372549,202,214,242
0.4235294117647059,203,215,241
0.42745098039215684,204,215,240
0.43137254901960786,205,216,239
0.43529411764705883,206,216,238
0.4392156862745098,207,217,237
0.44313725490196076,208,217,236
0.44705882352941173,209,217,235
0.45098039215686275,210,218,234
0.4549019607843137,211,218,233
0.4588235294117647,212,218,232
0.4627450980392157,213,219,231
0.4666666666666667,214,219,230
0.47058823529411764,214,219,229
0.4745098039215686,215,220,228
0.4784313725490196,216,220,227
0.4823529411764706,217,220,226
0.48627450980392156,218,220,225
0.49019607843137253,219,220,224
0.49411764705882355,219,220,222
